Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
India,IND,2017,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,170.569144633223
India,IND,2016,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,166.003057888777
India,IND,2015,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,171.038212936265
India,IND,2014,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,163.498079418137
India,IND,2013,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,156.495698086192
India,IND,2012,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,163.122021642201
India,IND,2011,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,180.748291172705
India,IND,2010,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,179.035876924253
India,IND,2009,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,167.457295914491
India,IND,2008,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,153.349390803506
India,IND,2007,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,142.835225474934
India,IND,2006,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,136.403921543911
India,IND,2005,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,127.614591957051
India,IND,2004,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,115.271510073208
India,IND,2003,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,105.177203862352
India,IND,2002,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,100.329055300688
India,IND,2001,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,108.182198658974
India,IND,2000,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,103.786118188032
India,IND,1999,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,112.171020344774
India,IND,1998,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,104.067951601212
India,IND,1997,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,100.172560813361
India,IND,1996,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,89.0423288309269
India,IND,1995,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,85.702855272341
India,IND,1994,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,83.4558929395478
India,IND,1993,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,76.1767372344482
India,IND,1992,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,74.7016643516527
India,IND,1991,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,77.9993197779167
India,IND,1990,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,73.523024122257
India,IND,1989,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,69.2107710000245
India,IND,1988,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,66.0964707615984
India,IND,1987,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,51.1179191813976
India,IND,1986,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,58.8559993635601
India,IND,1985,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,52.9864253393665
India,IND,1984,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,48.890708846215
India,IND,1983,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,40.7756310989848
India,IND,1982,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,35.9304362740894
India,IND,1981,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,37.3489982321744
India,IND,1980,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,33.9727608778415
India,IND,1979,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,32.2612026137393
India,IND,1978,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,31.4324395518228
India,IND,1977,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,26.5076299372451
India,IND,1976,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,21.0839396014982
India,IND,1975,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,21.5882549215883
India,IND,1974,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,15.9336474696751
India,IND,1973,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,17.6256178435707
India,IND,1972,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,17.2792878279001
India,IND,1971,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,16.630361300984
India,IND,1970,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,14.0545590433483
India,IND,1969,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,12.3893584037606
India,IND,1968,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,10.9996314089549
India,IND,1967,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,9.63199399173864
India,IND,1966,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,6.93990793870988
India,IND,1965,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,4.95904333316479
India,IND,1964,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,4.9019856465397
India,IND,1963,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,3.45399123642599
India,IND,1962,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,2.88576898532227
India,IND,1961,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,2.17128993748636
India,IND,2020,Agricultural land (sq. km),AG.LND.AGRI.K2,1790450.764
India,IND,2019,Agricultural land (sq. km),AG.LND.AGRI.K2,1790449.469
India,IND,2018,Agricultural land (sq. km),AG.LND.AGRI.K2,1791155.64
India,IND,2017,Agricultural land (sq. km),AG.LND.AGRI.K2,1792356.04
India,IND,2016,Agricultural land (sq. km),AG.LND.AGRI.K2,1795780
India,IND,2015,Agricultural land (sq. km),AG.LND.AGRI.K2,1796750
India,IND,2014,Agricultural land (sq. km),AG.LND.AGRI.K2,1797280
India,IND,2013,Agricultural land (sq. km),AG.LND.AGRI.K2,1796980
India,IND,2012,Agricultural land (sq. km),AG.LND.AGRI.K2,1796420
India,IND,2011,Agricultural land (sq. km),AG.LND.AGRI.K2,1796700
India,IND,2010,Agricultural land (sq. km),AG.LND.AGRI.K2,1795730
India,IND,2009,Agricultural land (sq. km),AG.LND.AGRI.K2,1800680
India,IND,2008,Agricultural land (sq. km),AG.LND.AGRI.K2,1797570
India,IND,2007,Agricultural land (sq. km),AG.LND.AGRI.K2,1796200
India,IND,2006,Agricultural land (sq. km),AG.LND.AGRI.K2,1799060
India,IND,2005,Agricultural land (sq. km),AG.LND.AGRI.K2,1801260
India,IND,2004,Agricultural land (sq. km),AG.LND.AGRI.K2,1803750
India,IND,2003,Agricultural land (sq. km),AG.LND.AGRI.K2,1802490
India,IND,2002,Agricultural land (sq. km),AG.LND.AGRI.K2,1805600
India,IND,2001,Agricultural land (sq. km),AG.LND.AGRI.K2,1804870
India,IND,2000,Agricultural land (sq. km),AG.LND.AGRI.K2,1809750
India,IND,1999,Agricultural land (sq. km),AG.LND.AGRI.K2,1810210
India,IND,1998,Agricultural land (sq. km),AG.LND.AGRI.K2,1808740
India,IND,1997,Agricultural land (sq. km),AG.LND.AGRI.K2,1809810
India,IND,1996,Agricultural land (sq. km),AG.LND.AGRI.K2,1805890
India,IND,1995,Agricultural land (sq. km),AG.LND.AGRI.K2,1809450
India,IND,1994,Agricultural land (sq. km),AG.LND.AGRI.K2,1812910
India,IND,1993,Agricultural land (sq. km),AG.LND.AGRI.K2,1813820
India,IND,1992,Agricultural land (sq. km),AG.LND.AGRI.K2,1813050
India,IND,1991,Agricultural land (sq. km),AG.LND.AGRI.K2,1815860
India,IND,1990,Agricultural land (sq. km),AG.LND.AGRI.K2,1814130
India,IND,1989,Agricultural land (sq. km),AG.LND.AGRI.K2,1815010
India,IND,1988,Agricultural land (sq. km),AG.LND.AGRI.K2,1810910
India,IND,1987,Agricultural land (sq. km),AG.LND.AGRI.K2,1815430
India,IND,1986,Agricultural land (sq. km),AG.LND.AGRI.K2,1811920
India,IND,1985,Agricultural land (sq. km),AG.LND.AGRI.K2,1813400
India,IND,1984,Agricultural land (sq. km),AG.LND.AGRI.K2,1814520
India,IND,1983,Agricultural land (sq. km),AG.LND.AGRI.K2,1804620
India,IND,1982,Agricultural land (sq. km),AG.LND.AGRI.K2,1807710
India,IND,1981,Agricultural land (sq. km),AG.LND.AGRI.K2,1804010
India,IND,1980,Agricultural land (sq. km),AG.LND.AGRI.K2,1802720
India,IND,1979,Agricultural land (sq. km),AG.LND.AGRI.K2,1805800
India,IND,1978,Agricultural land (sq. km),AG.LND.AGRI.K2,1805920
India,IND,1977,Agricultural land (sq. km),AG.LND.AGRI.K2,1795910
India,IND,1976,Agricultural land (sq. km),AG.LND.AGRI.K2,1796490
India,IND,1975,Agricultural land (sq. km),AG.LND.AGRI.K2,1796940
India,IND,1974,Agricultural land (sq. km),AG.LND.AGRI.K2,1792820
India,IND,1973,Agricultural land (sq. km),AG.LND.AGRI.K2,1787510
India,IND,1972,Agricultural land (sq. km),AG.LND.AGRI.K2,1779460
India,IND,1971,Agricultural land (sq. km),AG.LND.AGRI.K2,1778170
India,IND,1970,Agricultural land (sq. km),AG.LND.AGRI.K2,1780520
India,IND,1969,Agricultural land (sq. km),AG.LND.AGRI.K2,1777920
India,IND,1968,Agricultural land (sq. km),AG.LND.AGRI.K2,1783640
India,IND,1967,Agricultural land (sq. km),AG.LND.AGRI.K2,1778070
India,IND,1966,Agricultural land (sq. km),AG.LND.AGRI.K2,1775300
India,IND,1965,Agricultural land (sq. km),AG.LND.AGRI.K2,1771770
India,IND,1964,Agricultural land (sq. km),AG.LND.AGRI.K2,1767120
India,IND,1963,Agricultural land (sq. km),AG.LND.AGRI.K2,1761540
India,IND,1962,Agricultural land (sq. km),AG.LND.AGRI.K2,1764820
India,IND,1961,Agricultural land (sq. km),AG.LND.AGRI.K2,1749520
India,IND,2020,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.2198569213538
India,IND,2019,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.2198133654425
India,IND,2018,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.2435646561437
India,IND,2017,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.2839387997403
India,IND,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.3990999566123
India,IND,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4317248477225
India,IND,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4495508191538
India,IND,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4394606466455
India,IND,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4206256579633
India,IND,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4300431523044
India,IND,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.3974182611942
India,IND,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.5639061075814
India,IND,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4593046525785
India,IND,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4132261981239
India,IND,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.5094191760365
India,IND,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.5834137744308
India,IND,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.6671622062499
India,IND,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.6247834817149
India,IND,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.7293849367178
India,IND,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.7048321836142
India,IND,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8689656564162
India,IND,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8844372542623
India,IND,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8349954089715
India,IND,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8709836909178
India,IND,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.7391387701425
India,IND,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8588754839079
India,IND,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.9752488068371
India,IND,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0058556634457
India,IND,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.9799575540076
India,IND,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0744688365022
India,IND,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0162821750376
India,IND,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0458800143953
India,IND,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.907980990115
India,IND,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0600062559069
India,IND,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.9419512375597
India,IND,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.991729421934
India,IND,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0293993992984
India,IND,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.696423706524
India,IND,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8003524833596
India,IND,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.6759070224237
India,IND,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.632519280638
India,IND,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.73611171839
India,IND,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.7401477873933
India,IND,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4034723646992
India,IND,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4229800315486
India,IND,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4381152903111
India,IND,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.2995435878635
India,IND,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.1209475344664
India,IND,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.8501945721599
India,IND,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.8068068303741
India,IND,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.8858465150226
India,IND,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.7983983532838
India,IND,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.9907843091091
India,IND,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.803443439538
India,IND,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.7102775133779
India,IND,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.5915498168634
India,IND,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.4351521429845
India,IND,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.2474749343298
India,IND,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.357794153754
India,IND,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.8431953558299
India,IND,2020,Arable land (hectares),AG.LND.ARBL.HA,155369076.4
India,IND,2019,Arable land (hectares),AG.LND.ARBL.HA,155369076.4
India,IND,2018,Arable land (hectares),AG.LND.ARBL.HA,155477911
India,IND,2017,Arable land (hectares),AG.LND.ARBL.HA,155895136
India,IND,2016,Arable land (hectares),AG.LND.ARBL.HA,156317000
India,IND,2015,Arable land (hectares),AG.LND.ARBL.HA,156413000
India,IND,2014,Arable land (hectares),AG.LND.ARBL.HA,156463000
India,IND,2013,Arable land (hectares),AG.LND.ARBL.HA,156442000
India,IND,2012,Arable land (hectares),AG.LND.ARBL.HA,156546000
India,IND,2011,Arable land (hectares),AG.LND.ARBL.HA,156979000
India,IND,2010,Arable land (hectares),AG.LND.ARBL.HA,157009000
India,IND,2009,Arable land (hectares),AG.LND.ARBL.HA,157924000
India,IND,2008,Arable land (hectares),AG.LND.ARBL.HA,157995000
India,IND,2007,Arable land (hectares),AG.LND.ARBL.HA,158022000
India,IND,2006,Arable land (hectares),AG.LND.ARBL.HA,158662000
India,IND,2005,Arable land (hectares),AG.LND.ARBL.HA,159444000
India,IND,2004,Arable land (hectares),AG.LND.ARBL.HA,159681000
India,IND,2003,Arable land (hectares),AG.LND.ARBL.HA,159799000
India,IND,2002,Arable land (hectares),AG.LND.ARBL.HA,160432000
India,IND,2001,Arable land (hectares),AG.LND.ARBL.HA,160325000
India,IND,2000,Arable land (hectares),AG.LND.ARBL.HA,160930000
India,IND,1999,Arable land (hectares),AG.LND.ARBL.HA,160975000
India,IND,1998,Arable land (hectares),AG.LND.ARBL.HA,161409000
India,IND,1997,Arable land (hectares),AG.LND.ARBL.HA,161601000
India,IND,1996,Arable land (hectares),AG.LND.ARBL.HA,161025000
India,IND,1995,Arable land (hectares),AG.LND.ARBL.HA,161911000
India,IND,1994,Arable land (hectares),AG.LND.ARBL.HA,162525000
India,IND,1993,Arable land (hectares),AG.LND.ARBL.HA,162586000
India,IND,1992,Arable land (hectares),AG.LND.ARBL.HA,162706000
India,IND,1991,Arable land (hectares),AG.LND.ARBL.HA,163182000
India,IND,1990,Arable land (hectares),AG.LND.ARBL.HA,163459000
